KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKfunksjon0000_kode,KOKfunksjon0000,KOKart0000_kode,KOKart0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
1130,Strand,171,Amortisering av tidligere års premieavvik,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,7945.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,47890.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,171,Amortisering av tidligere års premieavvik,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2015,2015,243.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2016,2016,226.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2017,2017,222.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2018,2018,235.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2019,2019,254.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2020,2020,265.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2021,2021,275.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2022,2022,292.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2023,2023,308.0
1130,Strand,172,Pensjon,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2024,2024,353.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,245.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,249.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,245.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,237.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,281.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,309.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,295.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,340.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,362.0
1130,Strand,172,Pensjon,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,409.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,245.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,249.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,245.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,237.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,281.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,309.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,295.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,340.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,362.0
1130,Strand,172,Pensjon,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,409.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,243.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,249.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,245.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,237.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,281.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,309.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,295.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,340.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,362.0
1130,Strand,172,Pensjon,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,409.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,172,Pensjon,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2015,2015,-6358.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2016,2016,-8767.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2017,2017,-10444.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2018,2018,-12504.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2019,2019,-8423.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2020,2020,-1042.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2021,2021,-26511.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2022,2022,-42733.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2023,2023,-37291.0
1130,Strand,173,Premiefond,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2024,2024,-27626.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,-6358.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,-8767.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,-10444.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,-12504.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,-8423.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,-1042.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,-26511.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,-42733.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,-37291.0
1130,Strand,173,Premiefond,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,-27626.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,-6358.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,-8767.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,-10444.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,-12504.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,-8423.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,-1042.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,-26511.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,-42733.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,-37291.0
1130,Strand,173,Premiefond,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,-27626.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,-6358.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,-8767.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,-10444.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,-12504.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,-8423.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,-1042.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,-26511.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,-42733.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,-37291.0
1130,Strand,173,Premiefond,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,-27626.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,173,Premiefond,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,0.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2015,2015,3064.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2016,2016,3220.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2017,2017,4029.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2018,2018,4134.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2019,2019,4127.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2020,2020,4046.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2021,2021,4117.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2022,2022,3646.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2023,2023,3768.0
1130,Strand,180,Diverse fellesutgifter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2024,2024,323.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,1373.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,1629.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,2679.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,2363.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,1805.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,5911.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,6007.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,5458.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,5713.0
1130,Strand,180,Diverse fellesutgifter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,418.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,216.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,118.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,796.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,676.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,270.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,269.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,211.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,233.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,178.0
1130,Strand,180,Diverse fellesutgifter,AGD2,Netto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,418.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,1377.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,1585.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,2627.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,2301.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,1773.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,5849.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,5969.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,5432.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,5690.0
1130,Strand,180,Diverse fellesutgifter,AGD4,Korrigerte brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,418.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,70.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,61.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,148.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2018,2018,225.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2019,2019,177.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2020,2020,319.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2021,2021,244.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2022,2022,190.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2023,2023,135.0
1130,Strand,180,Diverse fellesutgifter,AGI5,Brutto investeringsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2024,2024,202.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2015,2015,0.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2016,2016,0.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2017,2017,0.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2018,2018,0.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2019,2019,0.0
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2020,2020,
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2021,2021,
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2022,2022,
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2023,2023,
1130,Strand,190,Interne serviceenheter,AG16,Lønnsutgifter fratrukket sykelønnsrefusjon,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,190,Interne serviceenheter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2015,2015,0.0
1130,Strand,190,Interne serviceenheter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2016,2016,0.0
1130,Strand,190,Interne serviceenheter,AGD10,Brutto driftsutgifter på funksjon/tjenesteområde,KOSbelop0000,Beløp (1000 kr),2017,2017,0.0
