KOKkommuneregion0000_kode,KOKkommuneregion0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2018,2018,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2019,2019,
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2020,2020,2.1
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2021,2021,2.2
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2022,2022,2.2
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2023,2023,2.2
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2024,2024,2.2
1130,Strand,KOSdiffskatt0000,Differensiert skattesats for bolig- og fritidseiendommer (per 1000),2025,2025,2.2
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2007,2007,1987.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2008,2008,1987.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2009,2009,1987.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2010,2010,1987.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2011,2011,2009.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2012,2012,2007.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2013,2013,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2014,2014,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2015,2015,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2016,2016,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2017,2017,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2018,2018,2008.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2019,2019,2018.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2020,2020,2018.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2021,2021,2018.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2022,2022,2018.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2023,2023,2018.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2024,2024,2019.0
1130,Strand,KOSaarikraft0000,Hvilket år trådte takstene fra siste alminnelige taksering i kraft? (år),2025,2025,2019.0
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2007,2007,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2008,2008,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2009,2009,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2010,2010,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2011,2011,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2012,2012,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2013,2013,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2014,2014,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2015,2015,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2016,2016,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2017,2017,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2018,2018,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2019,2019,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2020,2020,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2021,2021,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2022,2022,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2023,2023,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2024,2024,
1130,Strand,KOSharkontorjust0000,"Er det foretatt kontorjustering av gjeldende takster i år? (ja=1, nei=0)",2025,2025,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2007,2007,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2008,2008,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2009,2009,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2010,2010,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2011,2011,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2012,2012,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2013,2013,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2014,2014,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2015,2015,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2016,2016,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2017,2017,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2018,2018,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2019,2019,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2020,2020,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2021,2021,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2022,2022,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2023,2023,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2024,2024,
1130,Strand,KOSprosentkontor0000,Hvilken prosent er det vedtatt å øke takstene med i år? (prosent),2025,2025,
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2007,2007,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2008,2008,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2009,2009,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2010,2010,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2011,2011,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2012,2012,1.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSharbunnfradra0000,"Har kommunen innført bunnfradrag? (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2007,2007,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2008,2008,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2009,2009,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2010,2010,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2011,2011,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2012,2012,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2013,2013,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2014,2014,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2015,2015,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2016,2016,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2017,2017,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2018,2018,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2019,2019,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2020,2020,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2021,2021,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2022,2022,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2023,2023,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2024,2024,
1130,Strand,KOSbunnfradrag0000,Hva er størrelsen på bunnfradraget? (kr),2025,2025,
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2007,2007,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2008,2008,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2009,2009,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2010,2010,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2011,2011,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2012,2012,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2013,2013,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2014,2014,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSfritak0000,"Gir kommunen eiendomsskattefritak for nye boliger? (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2007,2007,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2008,2008,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2009,2009,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2010,2010,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2011,2011,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2012,2012,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2013,2013,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2014,2014,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2015,2015,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2016,2016,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2017,2017,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2018,2018,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2019,2019,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2020,2020,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2021,2021,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2022,2022,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2023,2023,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2024,2024,
1130,Strand,KOSfritakaar0000,Antall år med fritak for nye boliger (år),2025,2025,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2007,2007,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2008,2008,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2009,2009,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2010,2010,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2011,2011,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2012,2012,
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2013,2013,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2014,2014,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2015,2015,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2016,2016,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2017,2017,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2018,2018,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2019,2019,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2020,2020,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2021,2021,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2022,2022,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2023,2023,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2024,2024,1.0
1130,Strand,KOSfritakhist0000,"Gir kommunen eiendomsskattefritak for historiske bygninger? (ja=1, nei=0)",2025,2025,1.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2007,2007,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2008,2008,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2009,2009,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2010,2010,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2011,2011,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2012,2012,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2013,2013,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2014,2014,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2015,2015,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2016,2016,
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSfritakfribo0000,"Gir kommunen eiendomsskattefritak for fritidseiendommer? (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2007,2007,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2008,2008,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2009,2009,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2010,2010,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2011,2011,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2012,2012,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2013,2013,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2014,2014,
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2015,2015,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2016,2016,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2017,2017,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2018,2018,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2019,2019,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2020,2020,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2021,2021,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2022,2022,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2023,2023,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2024,2024,0.0
1130,Strand,KOSskattformue0000,"Benytter kommunen formuesgrunnlag ved verdisetting av boliger? (ja=1, nei=0)",2025,2025,0.0
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2007,2007,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2008,2008,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2009,2009,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2010,2010,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2011,2011,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2012,2012,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2013,2013,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2014,2014,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2015,2015,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2016,2016,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2017,2017,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2018,2018,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2019,2019,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2020,2020,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2021,2021,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2022,2022,
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2023,2023,2914.0
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2024,2024,3587.0
1130,Strand,KOSgjsnittskattb0000,Gjennomsnittlig årlig eiendomsskatt for boliger i kommunen (kr),2025,2025,
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2007,2007,1871.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2008,2008,1738.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2009,2009,1555.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2010,2010,1814.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2011,2011,2420.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2012,2012,2419.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2013,2013,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2014,2014,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2015,2015,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2016,2016,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2017,2017,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2018,2018,2495.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2019,2019,2968.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2020,2020,3116.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2021,2021,3265.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2022,2022,2957.0
1130,Strand,KOSskattenebolig0000,Eiendomsskatten for en enebolig på 120 kvm (kr),2023,2023,3265.0
