KOKkommuneregion0000_kode,KOKkommuneregion0000,KOKkapittel0000_kode,KOKkapittel0000,KOKregnskapsomfa0000_kode,KOKregnskapsomfa0000,ContentsCode_kode,ContentsCode,Tid_kode,Tid,verdi
1130,Strand,KG57,B.2.4 Derivater,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG57,B.2.4 Derivater,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG57,B.2.4 Derivater,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG57,B.2.4 Derivater,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG106,B.3 Kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,78971.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,94692.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,73841.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,123285.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG106,B.3 Kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,78971.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,94692.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,73841.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,123285.0
1130,Strand,KG106,B.3 Kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG59,B.3.1 Kundefordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,6995.0
1130,Strand,KG59,B.3.1 Kundefordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,19918.0
1130,Strand,KG59,B.3.1 Kundefordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,19314.0
1130,Strand,KG59,B.3.1 Kundefordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,20030.0
1130,Strand,KG59,B.3.1 Kundefordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG59,B.3.1 Kundefordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,6995.0
1130,Strand,KG59,B.3.1 Kundefordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,19918.0
1130,Strand,KG59,B.3.1 Kundefordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,19314.0
1130,Strand,KG59,B.3.1 Kundefordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,20030.0
1130,Strand,KG59,B.3.1 Kundefordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,54912.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,52750.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,46582.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,55368.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,54912.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,52750.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,46582.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,55368.0
1130,Strand,KG60,B.3.2 Andre kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG98,B.3.3 Konserninterne kortsiktige fordringer,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG61,B.3.4 Premieavvik,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,17064.0
1130,Strand,KG61,B.3.4 Premieavvik,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,22024.0
1130,Strand,KG61,B.3.4 Premieavvik,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,7945.0
1130,Strand,KG61,B.3.4 Premieavvik,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,47887.0
1130,Strand,KG61,B.3.4 Premieavvik,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG61,B.3.4 Premieavvik,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,17064.0
1130,Strand,KG61,B.3.4 Premieavvik,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,22024.0
1130,Strand,KG61,B.3.4 Premieavvik,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,7945.0
1130,Strand,KG61,B.3.4 Premieavvik,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,47887.0
1130,Strand,KG61,B.3.4 Premieavvik,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG99,Sum eiendeler (A+B),B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,3323440.0
1130,Strand,KG99,Sum eiendeler (A+B),B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,3606302.0
1130,Strand,KG99,Sum eiendeler (A+B),B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,3845346.0
1130,Strand,KG99,Sum eiendeler (A+B),B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,4089203.0
1130,Strand,KG99,Sum eiendeler (A+B),B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG99,Sum eiendeler (A+B),C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,3323440.0
1130,Strand,KG99,Sum eiendeler (A+B),C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,3606302.0
1130,Strand,KG99,Sum eiendeler (A+B),C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,3845346.0
1130,Strand,KG99,Sum eiendeler (A+B),C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,4089203.0
1130,Strand,KG99,Sum eiendeler (A+B),C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG63,C. Egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,927276.0
1130,Strand,KG63,C. Egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,1033349.0
1130,Strand,KG63,C. Egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,1033855.0
1130,Strand,KG63,C. Egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,1070533.0
1130,Strand,KG63,C. Egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG63,C. Egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,927276.0
1130,Strand,KG63,C. Egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,1033349.0
1130,Strand,KG63,C. Egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,1033855.0
1130,Strand,KG63,C. Egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,1070533.0
1130,Strand,KG63,C. Egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG64,C.1 Egenkapital drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,204317.0
1130,Strand,KG64,C.1 Egenkapital drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,217664.0
1130,Strand,KG64,C.1 Egenkapital drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,198679.0
1130,Strand,KG64,C.1 Egenkapital drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,144106.0
1130,Strand,KG64,C.1 Egenkapital drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG64,C.1 Egenkapital drift,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,204317.0
1130,Strand,KG64,C.1 Egenkapital drift,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,217664.0
1130,Strand,KG64,C.1 Egenkapital drift,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,198679.0
1130,Strand,KG64,C.1 Egenkapital drift,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,144106.0
1130,Strand,KG64,C.1 Egenkapital drift,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG65,C.1.1 Disposisjonsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,131033.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,140068.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,121039.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,76839.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG65,C.1.1 Disposisjonsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,131033.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,140068.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,121039.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,76839.0
1130,Strand,KG65,C.1.1 Disposisjonsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG66,C.1.2 Bundne driftsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,73284.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,77596.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,77640.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,67267.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG66,C.1.2 Bundne driftsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,73284.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,77596.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,77640.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,67267.0
1130,Strand,KG66,C.1.2 Bundne driftsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG67,C.1.3 Merforbruk i driftsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG68,C.2 Egenkapital investering,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,10384.0
1130,Strand,KG68,C.2 Egenkapital investering,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,5630.0
1130,Strand,KG68,C.2 Egenkapital investering,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,5570.0
1130,Strand,KG68,C.2 Egenkapital investering,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,35141.0
1130,Strand,KG68,C.2 Egenkapital investering,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG68,C.2 Egenkapital investering,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,10384.0
1130,Strand,KG68,C.2 Egenkapital investering,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,5630.0
1130,Strand,KG68,C.2 Egenkapital investering,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,5570.0
1130,Strand,KG68,C.2 Egenkapital investering,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,35141.0
1130,Strand,KG68,C.2 Egenkapital investering,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,33517.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,4520.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,33517.0
1130,Strand,KG69,C.2.1 Ubundet investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG70,C.2.2 Bundne investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,5864.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,1110.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,1050.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,1624.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG70,C.2.2 Bundne investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,5864.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,1110.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,1050.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,1624.0
1130,Strand,KG70,C.2.2 Bundne investeringsfond,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,0.0
1130,Strand,KG71,C.2.3 Udekket beløp i investeringsregnskapet,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG72,C.3 Annen egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,712575.0
1130,Strand,KG72,C.3 Annen egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,810055.0
1130,Strand,KG72,C.3 Annen egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,829606.0
1130,Strand,KG72,C.3 Annen egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,891286.0
1130,Strand,KG72,C.3 Annen egenkapital,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG72,C.3 Annen egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,712575.0
1130,Strand,KG72,C.3 Annen egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,810055.0
1130,Strand,KG72,C.3 Annen egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,829606.0
1130,Strand,KG72,C.3 Annen egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,891286.0
1130,Strand,KG72,C.3 Annen egenkapital,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG73,C.3.1 Kapitalkonto,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,718692.0
1130,Strand,KG73,C.3.1 Kapitalkonto,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2021,2021,816172.0
1130,Strand,KG73,C.3.1 Kapitalkonto,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2022,2022,835723.0
1130,Strand,KG73,C.3.1 Kapitalkonto,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2023,2023,897403.0
1130,Strand,KG73,C.3.1 Kapitalkonto,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG73,C.3.1 Kapitalkonto,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2020,2020,718692.0
1130,Strand,KG73,C.3.1 Kapitalkonto,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2021,2021,816172.0
1130,Strand,KG73,C.3.1 Kapitalkonto,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2022,2022,835723.0
1130,Strand,KG73,C.3.1 Kapitalkonto,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2023,2023,897403.0
1130,Strand,KG73,C.3.1 Kapitalkonto,C,(Fylkes-)Kommuners konsoliderte regnskap,KOSbelop0000,Beløp (1000 kr),2024,2024,
1130,Strand,KG74,C.3.2 Prinsippendringer som påvirker arbeidskapitalen drift,B,(Fylkes-)Kommunekasse,KOSbelop0000,Beløp (1000 kr),2020,2020,-6117.0
